0.27914	1.17416	4.31491e-06
0.280863	1.177	8.17353e-05
0.282586	1.17988	0.000185735
0.284308	1.18279	0.000326066
0.286031	1.18572	0.000498547
0.287753	1.18868	0.000698624
0.289476	1.19166	0.000919242
0.291198	1.19465	0.00116261
0.292921	1.19768	0.00142431
0.294644	1.20072	0.00170448
0.296366	1.2038	0.00200191
0.298089	1.20689	0.00231694
0.299811	1.21001	0.00264827
0.301534	1.21316	0.00299572
0.303257	1.21633	0.00335883
0.304979	1.21953	0.00373759
0.306702	1.22275	0.00413167
0.308424	1.226	0.00454082
0.310147	1.22927	0.004965
0.311869	1.23258	0.00540395
0.313592	1.23591	0.00585778
0.315315	1.23926	0.00632617
0.317037	1.24265	0.00680931
0.31876	1.24606	0.0073069
0.320482	1.2495	0.00781916
0.322205	1.25297	0.00834583
0.323927	1.25647	0.00888705
0.32565	1.26	0.00944282
0.327373	1.26356	0.0100132
0.329095	1.26715	0.0105983
0.330818	1.27077	0.0111982
0.33254	1.27442	0.0118129
0.334263	1.2781	0.0124426
0.335986	1.28181	0.0130873
0.337708	1.28556	0.0137471
0.339431	1.28933	0.0144222
0.341153	1.29314	0.0151126
0.342876	1.29698	0.0158185
0.344598	1.30086	0.01654
0.346321	1.30477	0.0172773
0.348044	1.30871	0.0180305
0.349766	1.31269	0.0187999
0.351489	1.3167	0.0195855
0.353211	1.32075	0.0203877
0.354934	1.32483	0.0212065
0.356657	1.32895	0.0220422
0.358379	1.33311	0.022895
0.360102	1.3373	0.0237651
0.361824	1.34153	0.0246528
0.363547	1.3458	0.0255582
0.365269	1.35011	0.0264816
0.366992	1.35445	0.0274233
0.368715	1.35884	0.0283834
0.370437	1.36326	0.0293623
0.37216	1.36773	0.0303602
0.373882	1.37223	0.0313775
0.375605	1.37678	0.0324144
0.377328	1.38137	0.0334712
0.37905	1.386	0.0345482
0.380773	1.39067	0.0356458
0.382495	1.39538	0.0367643
0.384218	1.40014	0.037904
0.38594	1.40495	0.0390652
0.387663	1.40979	0.0402483
0.389386	1.41469	0.0414537
0.391108	1.41963	0.0426817
0.392831	1.42461	0.0439327
0.394553	1.42965	0.0452071
0.396276	1.43473	0.0465054
0.397999	1.43985	0.047828
0.399721	1.44503	0.0491753
0.401444	1.45026	0.0505477
0.403166	1.45553	0.0519456
0.404889	1.46086	0.0533695
